id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,category_name
62bbizSic7MEEfMFDJniE5,Soft Blend,0.952,0.165,131797,0.00204,0.926,3.0,0.109,-39.165,1.0,0.0453,70.971,3.0,0.0578,65,relax
6AsXo1lufj9WFqL4Youwzd,Lullaby for Dreamers,0.946,0.149,182400,0.00178,0.969,7.0,0.105,-40.243,1.0,0.0495,136.279,5.0,0.0378,62,relax
6CGZ2JDFU2YRtCmiCkVLMk,Gently Flow,0.928,0.157,194000,0.000172,0.926,1.0,0.112,-41.211,1.0,0.0715,139.123,4.0,0.0389,65,relax
6MGM4k4KUGLvDy8Xeieoxq,Eternal Spaces,0.95,0.13,168874,0.00109,0.965,3.0,0.112,-34.427,1.0,0.047,67.912,4.0,0.0379,65,relax
6TMW0y1ArS2OZrqUjD1eVK,My Heartland,0.986,0.0975,154860,0.00478,0.838,4.0,0.112,-36.392,1.0,0.0436,87.224,3.0,0.0599,65,relax
6dqHEnPLdVZb5Snm7tGjBZ,Remoteness,0.989,0.155,175909,0.00277,0.941,2.0,0.106,-37.814,1.0,0.0374,142.027,4.0,0.114,64,relax
6jD6Rk6mDkYM44raG3m9jA,Night Mind,0.987,0.0889,144000,0.00151,0.957,7.0,0.112,-38.5,1.0,0.0581,168.705,4.0,0.38,65,relax
6xVQVTHr7fV0LF4A0Fu2nZ,Recognition,0.974,0.11,152400,0.015,0.95,2.0,0.105,-31.719,1.0,0.0437,76.571,4.0,0.182,63,relax
71H25wyBhMnMqqsh5gS76T,Upon,0.993,0.149,161250,0.0048,0.877,2.0,0.0976,-38.378,1.0,0.0358,73.203,5.0,0.071,67,relax
725z4lty7B7pcrBzg4udLU,If Ever Two Were One,0.983,0.162,166986,0.00666,0.914,5.0,0.0926,-35.923,1.0,0.0613,136.239,3.0,0.336,67,relax
76HJiGoSk8VHXxfrAkyErG,True Calm Trees,0.909,0.125,189403,0.00847,0.835,3.0,0.107,-33.357,1.0,0.0374,85.458,4.0,0.104,64,relax
7d1WTH2d7T3apIa8f6DVbe,Whispered Views,0.99,0.125,172500,0.00229,0.935,0.0,0.106,-40.526,1.0,0.0422,68.308,3.0,0.0398,66,relax
7hS2ckejZtpQIompCdbczv,Worry Not,0.889,0.109,165600,0.0523,0.887,0.0,0.11,-30.353,1.0,0.0486,66.795,3.0,0.0395,66,relax
7j6asqjTGFFpjg9TR0H5us,Always Sleepy,0.984,0.141,202000,0.00273,0.848,7.0,0.096,-44.74,1.0,0.0405,140.886,5.0,0.112,66,relax
7k59hF8Vc7Ob9HYO8fnbLF,Inner Peace,0.977,0.127,179222,0.00488,0.828,5.0,0.115,-35.14,1.0,0.0478,146.626,3.0,0.136,73,relax
02eD9ymfJOJOhM97HYp5R9,The House That Built Me,0.578,0.525,236626,0.3,8.3e-06,5.0,0.116,-8.005,1.0,0.0286,80.993,4.0,0.206,71,relax
05MAs5o6TxAmADc3JJmkv9,Sunday Best,0.684,0.546,167535,0.574,0.0,0.0,0.169,-4.593,1.0,0.0292,151.852,4.0,0.524,44,relax
0QnOPRxrCRLeRUEJKqecaG,Miles Away,0.335,0.546,220000,0.49,0.0,10.0,0.1,-7.0,1.0,0.0308,161.743,4.0,0.373,44,relax
0UU1opJqwJtFvHpCrWK1Mq,Wings,0.731,0.456,264161,0.385,0.666,0.0,0.445,-10.6,1.0,0.0324,84.029,4.0,0.0371,53,relax
0aE6UUxRrKXQPL4f24PhDL,Home To Me,0.626,0.598,186316,0.458,0.0185,2.0,0.0896,-11.488,1.0,0.0301,81.091,4.0,0.294,44,relax
0dZeiSrApr5SAkrH5rQaRH,Dreams,0.931,0.627,226293,0.217,6.58e-06,8.0,0.0931,-9.696,0.0,0.0321,119.775,4.0,0.239,49,relax
0daO3mhf7lmqH1vNsGEFCJ,Pretty Hands,0.926,0.517,140493,0.131,0.0984,10.0,0.151,-18.439,1.0,0.0344,87.855,4.0,0.419,45,relax
0u9NVrPqUINrHIFCuPOnYm,November Air,0.774,0.429,243709,0.197,3.02e-06,3.0,0.146,-9.798,1.0,0.032,128.49,4.0,0.197,72,relax
0uEqGj52IUFOcVXb4nK0sz,Forgiveness,0.628,0.552,247948,0.449,0.025,0.0,0.116,-8.024,0.0,0.0288,83.88,4.0,0.171,53,relax
1Exrzr80BmEOw2rMcRnjwh,I Forget Myself,0.866,0.58,212146,0.193,0.00375,9.0,0.0788,-12.144,1.0,0.0285,141.938,4.0,0.339,54,relax
1JtvwshkJMxfm4oRhJp93C,The Time I've Wasted,0.796,0.473,213249,0.25,8.83e-05,5.0,0.101,-11.263,1.0,0.0304,145.027,4.0,0.261,54,relax
1MxHIIzcTeFnaNsDGY3pfj,Call It Dreaming,0.609,0.512,231754,0.501,6.25e-05,5.0,0.0973,-9.971,1.0,0.0325,79.989,4.0,0.726,68,relax
1OfA15M48QXwN2n92m7qE2,Two Story House,0.668,0.565,199986,0.278,0.0,11.0,0.32,-9.627,1.0,0.0308,139.927,4.0,0.336,55,relax
1S0VsP2UnnOudyXtzwkVNE,It'll Work Itself Out,0.115,0.623,182805,0.42,0.0027,10.0,0.0994,-12.611,1.0,0.031,98.017,4.0,0.504,51,relax
1UxeYs0x9oyJtCpmH0QbvL,War,0.69,0.407,227661,0.244,0.0,2.0,0.0881,-11.591,1.0,0.0294,74.813,1.0,0.32,44,relax
1i7xvrUa72MKMhnQcYSZxx,Eyes Fall,0.918,0.486,200272,0.295,0.07,11.0,0.125,-12.339,1.0,0.0305,157.473,4.0,0.309,50,relax
1pLbS57mLE8iG4njSQIAtX,Wait Up For Me,0.678,0.652,225146,0.24,0.00652,10.0,0.0784,-15.691,1.0,0.0295,83.02,1.0,0.257,56,relax
1t2hJFgJyUPD2crOafMUEk,You and Tequila,0.437,0.691,242840,0.454,0.00227,6.0,0.0783,-9.13,1.0,0.0256,135.839,4.0,0.35,68,relax
221KYcs5zXX4ew6f8mumse,In His Arms,0.941,0.641,150186,0.101,2.21e-06,0.0,0.377,-14.288,1.0,0.0396,98.596,4.0,0.217,52,relax
250RLekaiL1q9qZer975Eg,If We Were Vampires,0.824,0.629,215563,0.208,3.7e-06,5.0,0.107,-16.225,1.0,0.0324,96.609,4.0,0.685,67,relax
2KeIYazn8x4IobcS1aXram,Cowgirl,0.363,0.496,219217,0.42,6.36e-06,8.0,0.246,-7.313,0.0,0.0278,155.754,4.0,0.218,44,relax
2TIdEu4aruzo33MTEUDGcf,Sunday Drive,0.928,0.327,293933,0.214,0.0,3.0,0.104,-10.382,1.0,0.0355,73.863,4.0,0.351,51,relax
2ekYJOliaYZ2zUb3XlLs5V,Wild Honey,0.473,0.678,213826,0.434,0.0,11.0,0.119,-8.247,1.0,0.0318,125.989,4.0,0.337,47,relax
2lyEpuvVOnNGzV5c89Vnpf,Girl Goin' Nowhere,0.574,0.591,207066,0.157,5.32e-05,11.0,0.122,-12.924,1.0,0.0676,82.412,4.0,0.146,56,relax
2mDdkeVuUsyIepwzLCxuu6,Mountain Song,0.27,0.551,249920,0.451,0.259,11.0,0.117,-10.683,1.0,0.03,91.962,4.0,0.19,67,relax
2rtdxI8tTfBfPk6D28YSUv,what do i,0.258,0.525,223776,0.318,0.000418,11.0,0.0964,-8.993,0.0,0.0305,139.848,4.0,0.202,45,relax
2yWTcrs09YISrT3yXZB5Bp,Cheap Suit,0.928,0.502,158960,0.0596,2.66e-05,3.0,0.125,-16.977,1.0,0.0361,133.168,4.0,0.317,46,relax
2z3HKlpENvfz1Am2MNF2pL,I Ain't Ever Loved No One,0.611,0.322,199594,0.213,0.0,10.0,0.113,-14.915,0.0,0.0318,160.389,4.0,0.16,54,relax
2zhk0kypGeOPsaaZcjyc14,Burning House,0.887,0.728,231333,0.253,1.11e-05,0.0,0.133,-8.427,1.0,0.0304,140.923,4.0,0.457,69,relax
31dEh1OeZGv61RZzDIixue,The Love That We Need,0.708,0.369,248440,0.365,0.0343,4.0,0.108,-9.869,1.0,0.0451,181.019,4.0,0.222,48,relax
3MAsvuKpI0k45dWmaYKSnl,WHAT I HAVE,0.854,0.569,178681,0.27,0.0,11.0,0.0978,-5.405,1.0,0.0319,159.677,3.0,0.525,53,relax
3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,0.315,0.559,176026,0.466,0.0039,5.0,0.0933,-6.769,1.0,0.0362,117.21,4.0,0.623,65,relax
3Y6BuzQCg9p4yH347Nn8OW,Dancing Shoes,0.252,0.586,232373,0.423,5.83e-06,7.0,0.0976,-7.459,1.0,0.0261,138.133,4.0,0.318,49,relax
3YJOCGSlrb78vNwu6meBSf,half of my hometown,0.828,0.588,236226,0.253,0.0,10.0,0.0938,-8.8,1.0,0.0295,137.18,4.0,0.221,44,relax
3lF6cdiWGp8xjoHmL1ChxV,20/10 TN,0.249,0.665,205840,0.528,0.000144,3.0,0.377,-6.418,1.0,0.0411,138.006,4.0,0.167,44,relax
3ogA3HTz2gSGTX8f135LJ5,Coming Down the Mountain,0.865,0.584,273958,0.363,0.0859,4.0,0.151,-8.402,1.0,0.027,140.142,4.0,0.373,49,relax
3rGe3ed1wHvPNgAlwNO686,Swimming Alone,0.493,0.572,220275,0.493,4.48e-06,2.0,0.0817,-6.859,1.0,0.0295,160.067,4.0,0.171,50,relax
4DG1AciZ86C7zaee6VkLih,Carolina In My Mind,0.848,0.434,233684,0.267,0.0,4.0,0.0622,-12.972,1.0,0.0397,77.588,4.0,0.503,45,relax
4EuaDcxHmHKS6gZ5iuGba0,Joy Of My Life,0.223,0.63,274520,0.485,0.0535,3.0,0.103,-8.955,1.0,0.0299,149.23,4.0,0.398,74,relax
4OrDWRw53W0rp1Lps64OFb,Where You Are,0.614,0.388,243898,0.174,0.0,2.0,0.12,-14.765,1.0,0.0323,161.304,4.0,0.213,55,relax
4Px5YO3pRfrswEkVWxXhz8,Run of Good Luck,0.7,0.543,225400,0.166,2.86e-06,6.0,0.105,-12.921,1.0,0.0347,130.018,4.0,0.3,53,relax
4aNhnfiXE1BMVXcbCVY037,Anyone,0.872,0.678,171982,0.127,0.0,2.0,0.149,-14.982,1.0,0.0392,115.957,4.0,0.237,44,relax
4e6dpHanuFVUxou9bKkLDN,Without A Word,0.901,0.579,238560,0.171,0.000308,11.0,0.111,-14.495,1.0,0.0303,136.311,4.0,0.389,44,relax
4qaBHFw6eN6Oxa7gBXOvxv,Where the Heart Is,0.111,0.518,247693,0.611,1.74e-05,0.0,0.109,-8.812,1.0,0.0317,87.116,4.0,0.257,47,relax
4tRt91OQSbE9eFA3RwgqSd,The Only Boy Awake,0.61,0.52,163294,0.48,0.0344,5.0,0.107,-10.288,1.0,0.0303,122.086,4.0,0.405,56,relax
52GgfKWo0tdSbq8trVhgUj,Nothing Like You,0.558,0.608,262079,0.496,1.15e-05,0.0,0.152,-8.929,1.0,0.0309,77.037,4.0,0.506,48,relax
54tkmrvf1ejo3ejAHuVgq1,Far From Home,0.933,0.323,187253,0.21,0.00218,0.0,0.119,-12.312,1.0,0.0362,130.518,4.0,0.0841,50,relax
59hAttZ1StpkVPD8u2i1MM,hookup scene,0.921,0.667,201493,0.238,0.0,10.0,0.102,-10.776,1.0,0.0314,94.811,4.0,0.473,48,relax
5ACeiMLF9lMtYU3hadeKXR,The Ocean,0.732,0.367,212932,0.272,0.0,11.0,0.116,-8.531,1.0,0.0421,182.677,4.0,0.426,43,relax
5VYOUBkObeGOnCt30YDTJ3,People Change,0.883,0.373,212853,0.276,0.0124,7.0,0.122,-14.945,1.0,0.0357,79.204,4.0,0.409,65,relax
5aDK0TurEtiedVdT0a6k9a,Whiskey And You,0.919,0.592,236333,0.0562,6.22e-06,2.0,0.111,-14.344,1.0,0.0599,127.005,4.0,0.266,67,relax
5gMiQ72iAqzzqWqrKvTWbO,Find Me Here,0.747,0.611,234320,0.305,0.0,4.0,0.0916,-8.107,1.0,0.0336,79.211,4.0,0.218,48,relax
5mXOdtyPOL6GEuZdCyHSsb,Asking For A Friend,0.238,0.713,239280,0.527,7.49e-06,4.0,0.111,-7.512,1.0,0.0329,123.006,4.0,0.445,52,relax
5o0hAYrXcdGYUlDC8j3x34,Heartland,0.0721,0.622,211293,0.671,0.0,4.0,0.169,-5.132,1.0,0.0332,79.971,4.0,0.24,44,relax
5r4sq0H3vzRIqnI7yystIo,Leave Me Again,0.907,0.556,178746,0.107,1.67e-06,7.0,0.106,-10.987,1.0,0.0354,84.112,4.0,0.59,63,relax
5xQTEPjGsLuvwnnvyK3fAA,Love You To Death,0.421,0.574,199459,0.344,0.0,4.0,0.0804,-8.995,1.0,0.0345,147.924,3.0,0.0987,50,relax
5yP0mhRJkEEzGlCQLyC9Mn,Wild Honey,0.899,0.73,247250,0.0933,0.0,0.0,0.11,-14.61,1.0,0.0393,108.631,4.0,0.349,45,relax
69ZO6imfpWPajcjFeU5kNI,A House Made of You,0.724,0.617,204033,0.369,0.000209,3.0,0.105,-12.12,1.0,0.039,149.93,4.0,0.252,50,relax
6HbxpoChDH9ThadFOSAnma,Autumn Town Leaves,0.855,0.662,195200,0.322,0.0019,1.0,0.144,-15.115,1.0,0.0304,115.771,4.0,0.425,65,relax
6OMnH9uEKd7W3YK3ncuUF7,Roadtripsong,0.656,0.529,221142,0.0759,0.0,2.0,0.156,-17.689,1.0,0.0331,139.683,3.0,0.353,52,relax
6XKJyrLsAJh65mQCWttTtg,MARILYN,0.831,0.645,206986,0.314,0.0,1.0,0.126,-7.117,1.0,0.0309,90.082,4.0,0.276,49,relax
6iAu1ZHWQT8VmSQWZM40m7,Louise,0.722,0.631,264173,0.354,1.66e-06,10.0,0.171,-10.913,1.0,0.0324,89.994,4.0,0.521,55,relax
6rNQl7PtVwGEEF0PuauOAr,Lost in Your Love,0.252,0.812,165631,0.626,1.85e-06,0.0,0.163,-6.392,1.0,0.0547,106.014,4.0,0.609,56,relax
7BI1SvPvEuxV7JRN2FbErX,Breakups,0.759,0.587,227693,0.397,0.0,1.0,0.0868,-7.093,1.0,0.0389,75.281,4.0,0.268,48,relax
7Bpivl6q9y2FgSp1nr5MZ8,Small Town Hypocrite,0.442,0.409,241899,0.503,0.0,3.0,0.0867,-6.859,1.0,0.0424,73.104,4.0,0.193,53,relax
7Jv0DExnLwItv5yVTBWelP,Sleeping Alone,0.891,0.361,230826,0.171,0.0,10.0,0.295,-13.096,1.0,0.0338,166.112,4.0,0.42,70,relax
7tAmmKQz5aR8B7aFuhRkab,The Captain's Daughter,0.824,0.507,297746,0.354,0.00189,1.0,0.147,-10.497,1.0,0.0325,82.606,4.0,0.371,48,relax
7yPmspgKN5MPOVlyAWFtsa,This Town Still Talks About You,0.00791,0.522,268160,0.47,1.54e-06,0.0,0.103,-9.52,1.0,0.0242,95.957,4.0,0.344,45,relax
00nnljM2ZxydI3M7CgNTK4,East End Boys,0.00204,0.538,175916,0.969,3.15e-06,11.0,0.0748,-2.793,0.0,0.102,145.031,4.0,0.592,40,active
0BAwN4aylbMlgX10Gaaw8o,Well I Hope Ur Happy,0.0638,0.617,184733,0.659,0.0109,8.0,0.0888,-6.421,1.0,0.0337,145.985,4.0,0.568,37,active
0ByTfwoYWdom6GlQ9BIdv2,EAT ME,0.000852,0.48,180260,0.881,0.0,8.0,0.1,-2.828,0.0,0.151,106.136,4.0,0.357,63,active
0CTho16ngRNbpEFgWdxXR5,Endless Nightmare,0.144,0.527,151122,0.608,0.0,6.0,0.0933,-7.639,1.0,0.0314,76.964,4.0,0.543,32,active
0CVMafbL3wqUUWvam0PCb0,Hand Grenade,5.53e-06,0.316,177168,0.914,0.000115,0.0,0.615,-3.142,1.0,0.0692,153.806,4.0,0.514,41,active
0ObrhGyCklNz4yM6OBsbMk,I Love Myself,0.65,0.687,145478,0.629,0.0,4.0,0.231,-6.554,1.0,0.0434,88.967,4.0,0.833,38,active
0RmfWxyMmROruOHM3dmdKq,"nobody's favorite person, not even my own",0.0631,0.602,131944,0.719,0.0162,11.0,0.12,-7.668,1.0,0.066,132.902,4.0,0.152,52,active
0rlcL9H8ZJUEDQ3N0tmTZf,ONE NATION UNDERDOGS,0.000431,0.539,212459,0.977,0.0,6.0,0.356,-2.556,0.0,0.218,122.046,4.0,0.48,60,active
0tvKYDs3fTQeBKMLYhSElW,DOWN BAD,0.00713,0.643,177471,0.731,6.93e-06,5.0,0.334,-3.665,1.0,0.058,84.503,4.0,0.706,51,active
1Gwu3d6lZjL99kw4dcFCsq,MIDDLE OF THE NIGHT,0.000236,0.384,186129,0.938,0.0,4.0,0.132,-6.323,0.0,0.124,92.859,3.0,0.163,64,active
1MgnyE2M6l2dikyRoiqcTG,Hated You All Along,0.191,0.581,183248,0.722,0.0,5.0,0.092,-5.161,1.0,0.0378,95.044,4.0,0.618,24,active
1m7lgJNH3l3vOm6DVs5QpZ,Bathroom Floor,0.00745,0.611,152658,0.73,0.00176,1.0,0.441,-5.868,0.0,0.0431,157.965,4.0,0.37,50,active
1uea73mwQFrPWDNbPSmswm,God give me a car,0.00072,0.587,176670,0.683,0.0,7.0,0.531,-5.609,1.0,0.0331,91.016,4.0,0.707,48,active
26vtFc2QpDI4yZ69B3qC1i,cut my hair,0.0476,0.705,176223,0.569,0.0,1.0,0.129,-8.096,1.0,0.0534,142.962,4.0,0.866,57,active
2EwnRHPoqt7ofZYl9jgVLY,Vicious,0.0396,0.723,207177,0.669,0.0,7.0,0.157,-5.282,0.0,0.0289,103.999,4.0,0.629,62,active
2HCQNsYEhghKOW0Ti47QQ1,Sick Of This,0.0127,0.524,193548,0.842,0.0,11.0,0.523,-3.888,1.0,0.0607,93.084,4.0,0.386,36,active
2Io9qBI9Ke9zY0xoxKNoY2,IS IT COOL 2 B FRIENDS?,0.0105,0.659,206130,0.84,0.0,11.0,0.0358,-3.938,1.0,0.0498,110.028,4.0,0.668,25,active
2KReCz1L5XkGIBhDncQ5VZ,BABY SAID,0.000982,0.622,164682,0.715,0.0,6.0,0.0796,-4.04,0.0,0.0323,131.012,4.0,0.607,82,active
2Oo397nWzelAKMQBBIL8YI,dead inside,0.00263,0.558,182792,0.925,0.0,8.0,0.188,-3.428,0.0,0.0423,148.042,4.0,0.829,56,active
2SU3rA2M4wgHMzHSHNiXkx,Too Many Things,0.000215,0.572,155893,0.9,0.319,7.0,0.428,-2.57,1.0,0.0438,156.936,4.0,0.861,49,active
2SpphQibJfkN9GY5nuzlof,Like That,7.99e-06,0.491,155342,0.832,0.0492,7.0,0.858,-4.391,0.0,0.0412,145.938,4.0,0.437,48,active
2St0YH2pzB2kp1BVGOi37R,BEDTIME STORIES,0.0427,0.642,128000,0.637,0.00137,7.0,0.361,-7.018,1.0,0.0319,89.966,4.0,0.415,40,active
2kI3DIQk5TZNRhwQxDlAC3,BUMMER!,0.0417,0.624,159880,0.78,0.0,11.0,0.416,-3.645,1.0,0.0676,90.041,4.0,0.553,35,active
32XvkBX22ALeqMutaCZtQw,Don't Date The Devil,0.00284,0.562,170445,0.851,0.0943,1.0,0.109,-6.273,1.0,0.0602,157.209,4.0,0.795,32,active
358oKjk9CI5rAm3Pt48Va9,slippery slope,0.0696,0.408,139400,0.743,0.0,3.0,0.0933,-5.154,1.0,0.0955,178.047,4.0,0.472,44,active
35ZzmdIfPCZWfmlkR5zgA4,i hope KARMA,0.0452,0.415,196001,0.453,0.0,1.0,0.152,-8.23,0.0,0.0755,179.845,4.0,0.13,29,active
3cubovyBMABNcWzSdbzMTP,Friends With Benefits,0.000235,0.339,187322,0.674,1.8e-05,6.0,0.0429,-4.657,0.0,0.0509,132.062,4.0,0.387,59,active
3eI62ZWWxkl4LUaBqXvA6Y,I EXIST,6.29e-05,0.469,269666,0.882,0.00483,5.0,0.318,-4.702,1.0,0.068,135.055,4.0,0.298,46,active
3gbeY1MzOJ5X7SWItYD0jk,Miss Independent,0.000271,0.514,212647,0.838,0.0,11.0,0.111,-6.149,0.0,0.0511,175.0,4.0,0.603,52,active
3h4UYObZmzgrym6Gzw35iA,Crumbled,0.0365,0.473,190344,0.803,0.000138,1.0,0.0876,-9.742,1.0,0.0727,174.061,4.0,0.479,60,active
3qh27miHE2KwwDQcSVFTXS,PARTY ON MY DEATHBED,0.000769,0.479,208125,0.948,0.00103,10.0,0.364,-2.903,0.0,0.259,75.01,4.0,0.691,54,active
3ryXl6OFAr9fzUpIjAnHIY,In My Head,0.00113,0.658,172466,0.904,0.0,5.0,0.154,-2.908,0.0,0.0703,131.962,4.0,0.675,65,active
3wIMmFNL5hdqUBpAO0Ogpu,Love Letter,0.0264,0.648,158028,0.869,0.0,8.0,0.219,-3.51,1.0,0.0391,141.977,4.0,0.853,64,active
4NardHbUoTLDH54bOBJ9T8,Heaven Without You,0.000457,0.261,175240,0.804,0.00357,11.0,0.137,-5.224,0.0,0.0472,82.813,4.0,0.501,55,active
4OUZX15W3IEdabaQXkfhcW,have u got a light?,5.19e-05,0.484,123538,0.873,3.14e-05,8.0,0.15,-5.052,1.0,0.0494,94.956,4.0,0.673,41,active
4ii1EP51tte7qqIkqeK49C,No Point Pretending,0.0229,0.513,179250,0.872,0.0,10.0,0.248,-5.985,1.0,0.0841,160.06,4.0,0.578,49,active
4pbi40zXUCSQG3azxkag79,LOVE SONG,0.00126,0.572,167040,0.899,0.000205,11.0,0.85,-3.548,1.0,0.0599,127.004,4.0,0.686,39,active
4phL2G8BkO2jiksWSgQjms,slippery slope,0.05,0.385,139400,0.753,0.0,3.0,0.11,-5.066,1.0,0.101,178.013,4.0,0.543,36,active
4rGq5yELBmIZBryQjFIakM,I KNOW BETTER,0.000164,0.529,249310,0.873,0.000113,9.0,0.321,-5.836,0.0,0.0902,145.003,4.0,0.284,52,active
4sl5i4kGjSe3lbh3wwmRkr,Everybody Just Wants To,0.00303,0.394,146086,0.936,0.946,1.0,0.232,-3.922,0.0,0.0587,92.097,4.0,0.261,50,active
4vSgdsddL3qTemKDkscyjd,everybody hates me,0.0507,0.678,120287,0.847,0.0,2.0,0.757,-5.711,0.0,0.078,109.971,4.0,0.709,55,active
4wQlMwDDOxTY91kk5B7Y77,omg,0.133,0.686,154590,0.689,0.0,7.0,0.153,-3.929,1.0,0.0465,104.028,4.0,0.425,50,active
52KBmYTuwSRxccMFhBI2fA,2 BEST FRIENDS,0.306,0.722,138127,0.799,1.42e-05,4.0,0.333,-2.703,1.0,0.168,174.022,4.0,0.982,45,active
5QNWATWEQiM9S7rsFUu0Ns,Drones,0.0396,0.586,150007,0.822,1.74e-06,10.0,0.31,-5.721,0.0,0.269,126.127,4.0,0.587,57,active
5inDa524Pc1x4NJmyrZ5pp,Airhead,0.0127,0.671,163519,0.808,0.0,1.0,0.197,-4.304,0.0,0.036,111.988,4.0,0.731,60,active
5orscSJxQSOKAa76mp9xOJ,This Won't Go Over Well,0.000605,0.456,204197,0.897,0.0,4.0,0.163,-4.28,1.0,0.0442,163.648,4.0,0.136,34,active
602AsE59y3nshLIJlnn4EF,Maneater,0.000563,0.67,193596,0.662,0.000797,0.0,0.253,-6.344,1.0,0.0352,140.061,4.0,0.906,43,active
67ys14tG3JWU0X4ia2FKOM,That Time Of Year Always,0.00983,0.531,214506,0.852,0.00539,9.0,0.381,-7.535,1.0,0.0589,126.776,4.0,0.312,45,active
6Fsz5G1vKPZjQ3OIeFm50v,cherry cigarettes,0.00247,0.582,138133,0.918,0.0,6.0,0.147,-4.165,0.0,0.126,100.984,4.0,0.63,52,active
6P8YIrdXjCKEOxGj3jgAx2,MK Nothing,0.00105,0.645,204143,0.98,0.0212,11.0,0.307,-3.548,0.0,0.116,120.951,4.0,0.481,40,active
6RBoDti7RDKjA3HQadiLDy,Brat,0.00256,0.477,186601,0.781,0.0,1.0,0.215,-7.092,1.0,0.384,200.01,4.0,0.581,49,active
6WAnCthQkSQG17scgIkEhs,Boomerang,0.0187,0.521,167613,0.914,5.83e-06,8.0,0.228,-4.383,1.0,0.0737,90.05,4.0,0.528,44,active
6ZBr8E9XczoqgMRXyXUe6b,Alright,0.179,0.492,202524,0.466,0.0,8.0,0.119,-6.951,1.0,0.0677,183.997,4.0,0.268,48,active
6dS27nDWBxG9CHagUyq5j0,Love Abuser,0.000188,0.308,187460,0.824,0.0,8.0,0.0654,-2.975,1.0,0.0636,167.203,4.0,0.455,56,active
6p2CaYsLkNeXpqFhA1RJRA,Easier,0.0321,0.629,180000,0.955,3.09e-05,1.0,0.283,-3.077,1.0,0.074,123.912,4.0,0.708,33,active
6tgaf9F3ZHgIlXpdymEfUe,sound in my head,0.0452,0.625,151088,0.689,0.0,7.0,0.882,-3.892,1.0,0.0593,124.232,4.0,0.372,49,active
6u9pA8Izk34kgKXd0ukLv3,girls just wanna have sex,0.0115,0.593,124029,0.957,0.0,4.0,0.275,-4.149,1.0,0.0429,100.005,4.0,0.848,49,active
6zBqlhWjEhNyH4Z8eUDzMT,Twinkle Twinkle,0.0151,0.571,156937,0.854,0.0,7.0,0.251,-4.753,0.0,0.125,160.035,4.0,0.6,57,active
6zk5XHx4mEtIuNDNvkT7Re,Radical,0.00187,0.485,235574,0.953,0.0,2.0,0.337,-4.287,1.0,0.0557,144.005,4.0,0.575,41,active
707tiOrq4dd0Ytno2G8rBx,Overdrive,0.000501,0.516,177000,0.958,0.0,0.0,0.349,-3.957,1.0,0.136,113.021,4.0,0.534,38,active
7mzPAftljnsFmU6131Pqcd,Tripping Over Air,0.00185,0.622,182382,0.799,1.08e-06,11.0,0.269,-4.811,1.0,0.0342,116.985,4.0,0.6,68,active
00Nsyeo2kcU4602zMsLWXW,Still,0.00532,0.759,193475,0.902,0.0522,9.0,0.343,-6.068,0.0,0.051,123.963,4.0,0.408,71,active
09rAJ1Q1NNJSaUKEW3X9P6,Crying On The Dancefloor,0.18,0.723,173008,0.698,0.0,10.0,0.797,-6.162,1.0,0.0659,126.001,4.0,0.317,83,active
0Cnb8XdGDMHAmIRBUJMkIS,Where The Lights Are Low,0.448,0.759,136995,0.807,0.0,8.0,0.105,-5.812,0.0,0.122,123.904,4.0,0.62,70,active
0OUGLr0XvMg1uynU1tn6pq,Take It Off,0.000509,0.883,194604,0.706,0.265,1.0,0.363,-6.609,1.0,0.201,127.015,4.0,0.595,74,active
0SyxZC4wlqAwf20cHE6Xon,Bulletproof,0.00341,0.752,162213,0.771,1.73e-05,6.0,0.0905,-5.95,1.0,0.0311,126.02,4.0,0.527,74,active
0cTDPvlLlj1T3WwUMzX6Uq,Sometimes,0.0756,0.763,175833,0.684,0.000182,11.0,0.19,-6.776,1.0,0.136,129.063,4.0,0.745,55,active
0xfMlIW8lS40qvpsUw1l0X,Never Going Home,0.0907,0.836,169944,0.846,0.047,0.0,0.057,-4.673,1.0,0.0392,122.042,4.0,0.942,73,active
1BSTT3sbQ1MVVacApHilK9,Feeling For You,0.319,0.862,221560,0.429,0.0011,5.0,0.0843,-9.811,1.0,0.0574,117.996,4.0,0.521,69,active
1M8t1j3Kv2qp97bdq5q4Vl,Rainfall,0.14,0.767,166569,0.862,0.0092,5.0,0.252,-5.464,0.0,0.0606,128.039,4.0,0.509,78,active
1UPHCP5YeVfele4DMbdGyi,REACT,0.0329,0.737,201145,0.899,0.0,6.0,0.186,-3.189,0.0,0.0556,125.992,4.0,0.358,83,active
1olCzMxaeiQKNO64ssWVGr,Talk About,0.000222,0.814,161040,0.874,0.522,6.0,0.276,-5.316,1.0,0.0425,123.992,4.0,0.434,69,active
1snwbIFzhiPvpodAbvNJpi,Behind These Hazel Eyes,0.00702,0.666,197147,0.879,0.0107,9.0,0.0365,-7.897,1.0,0.0449,148.002,4.0,0.652,67,active
2aQpISWUBToaF84DDiTeRV,Be My Lover,0.0347,0.589,169523,0.973,0.000945,8.0,0.45,-5.317,1.0,0.0426,126.003,4.0,0.115,82,active
